"ID","Tramite","Campaña","Numero_semanas_por_campaña","EMedia_Tramites_por_semana","EBaja_Tramites_por_semana","EAlta_Tramites_por_semana","EMedia_Tramites_por_campaña","EBaja_Tramites_por_campaña","EAlta_Tramites_por_campaña"
"JALISCO-DTO-19","TOTAL_SOLICITUDES","CAP_2021",13,410,178.5,912,5330,2320.5,11856
"JALISCO-DTO-2","ENTREGA_CPV","CAP_2021",13,121,80,305,1573,1040,3965
"JALISCO-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,147,122.5,821.5,1911,1592.5,10679.5
"JALISCO-DTO-20","ENTREGA_CPV","CAP_2021",13,94,75.5,202,1222,981.5,2626
"JALISCO-DTO-20","TOTAL_SOLICITUDES","CAP_2021",13,248,80.5,654,3224,1046.5,8502
"JALISCO-DTO-3","ENTREGA_CPV","CAP_2021",13,113,66,317,1469,858,4121
"JALISCO-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,173,79.5,1086.5,2249,1033.5,14124.5
"JALISCO-DTO-4","ENTREGA_CPV","CAP_2021",13,396,327.5,728.5,5148,4257.5,9470.5
"JALISCO-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,681,349,992.5,8853,4537,12902.5
"JALISCO-DTO-5","ENTREGA_CPV","CAP_2021",13,308,143.5,462.5,4004,1865.5,6012.5
"JALISCO-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,405,271.5,1177.5,5265,3529.5,15307.5
"JALISCO-DTO-6","ENTREGA_CPV","CAP_2021",13,458,379.5,740,5954,4933.5,9620
"JALISCO-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,649,414.5,1159,8437,5388.5,15067
"JALISCO-DTO-7","ENTREGA_CPV","CAP_2021",13,217,143,420,2821,1859,5460
"JALISCO-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,433,218,540.5,5629,2834,7026.5
"JALISCO-DTO-8","ENTREGA_CPV","CAP_2021",13,1097,844,1381,14261,10972,17953
"JALISCO-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,1099,1059.5,2353,14287,13773.5,30589
"JALISCO-DTO-9","ENTREGA_CPV","CAP_2021",13,315,112.5,410,4095,1462.5,5330
"JALISCO-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,384,227,582.5,4992,2951,7572.5
"MEXICO-DTO-1","ENTREGA_CPV","CAP_2021",13,127,75,199,1651,975,2587
"MEXICO-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,150,131.5,731.5,1950,1709.5,9509.5
"MEXICO-DTO-10","ENTREGA_CPV","CAP_2021",13,423,265,500,5499,3445,6500
"MEXICO-DTO-10","TOTAL_SOLICITUDES","CAP_2021",13,380,360.5,886,4940,4686.5,11518
"MEXICO-DTO-11","ENTREGA_CPV","CAP_2021",13,530,369.5,701,6890,4803.5,9113
"MEXICO-DTO-11","TOTAL_SOLICITUDES","CAP_2021",13,602,464.5,1141,7826,6038.5,14833
"MEXICO-DTO-12","ENTREGA_CPV","CAP_2021",13,764,358,833,9932,4654,10829
"MEXICO-DTO-12","TOTAL_SOLICITUDES","CAP_2021",13,640,398.5,1557,8320,5180.5,20241
"MEXICO-DTO-13","ENTREGA_CPV","CAP_2021",13,437,247.5,580.5,5681,3217.5,7546.5
"MEXICO-DTO-13","TOTAL_SOLICITUDES","CAP_2021",13,471,333.5,644.5,6123,4335.5,8378.5
"MEXICO-DTO-14","ENTREGA_CPV","CAP_2021",13,315,254.5,382,4095,3308.5,4966
"MEXICO-DTO-14","TOTAL_SOLICITUDES","CAP_2021",13,324,290.5,492,4212,3776.5,6396
"MEXICO-DTO-15","ENTREGA_CPV","CAP_2021",13,558,386,684.5,7254,5018,8898.5
"MEXICO-DTO-15","TOTAL_SOLICITUDES","CAP_2021",13,548,503,1169.5,7124,6539,15203.5
"MEXICO-DTO-16","ENTREGA_CPV","CAP_2021",13,677,386.5,807,8801,5024.5,10491
"MEXICO-DTO-16","TOTAL_SOLICITUDES","CAP_2021",13,621,498,1576,8073,6474,20488
"MEXICO-DTO-17","ENTREGA_CPV","CAP_2021",13,494,315,523,6422,4095,6799
"MEXICO-DTO-17","TOTAL_SOLICITUDES","CAP_2021",13,508,369.5,784.5,6604,4803.5,10198.5
"MEXICO-DTO-18","ENTREGA_CPV","CAP_2021",13,556,333,691,7228,4329,8983
"MEXICO-DTO-18","TOTAL_SOLICITUDES","CAP_2021",13,509,355.5,1186.5,6617,4621.5,15424.5
"MEXICO-DTO-19","ENTREGA_CPV","CAP_2021",13,940,571,1209,12220,7423,15717
"MEXICO-DTO-19","TOTAL_SOLICITUDES","CAP_2021",13,956,796,1774.5,12428,10348,23068.5
"MEXICO-DTO-2","ENTREGA_CPV","CAP_2021",13,586,360,642.5,7618,4680,8352.5
"MEXICO-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,549,398,1016,7137,5174,13208
"MEXICO-DTO-20","ENTREGA_CPV","CAP_2021",13,348,202.5,503,4524,2632.5,6539
"MEXICO-DTO-20","TOTAL_SOLICITUDES","CAP_2021",13,477,353,706,6201,4589,9178
"MEXICO-DTO-21","ENTREGA_CPV","CAP_2021",13,168,134.5,213.5,2184,1748.5,2775.5
"MEXICO-DTO-21","TOTAL_SOLICITUDES","CAP_2021",13,185,164.5,494.5,2405,2138.5,6428.5
"MEXICO-DTO-22","ENTREGA_CPV","CAP_2021",13,1098,674.5,1180,14274,8768.5,15340
"MEXICO-DTO-22","TOTAL_SOLICITUDES","CAP_2021",13,1050,840,1971,13650,10920,25623
"MEXICO-DTO-23","ENTREGA_CPV","CAP_2021",13,356,229,428.5,4628,2977,5570.5
"MEXICO-DTO-23","TOTAL_SOLICITUDES","CAP_2021",13,371,313.5,930.5,4823,4075.5,12096.5
"MEXICO-DTO-24","ENTREGA_CPV","CAP_2021",13,381,262,496.5,4953,3406,6454.5
"MEXICO-DTO-24","TOTAL_SOLICITUDES","CAP_2021",13,343,330,958.5,4459,4290,12460.5
"MEXICO-DTO-25","ENTREGA_CPV","CAP_2021",13,542,350,701.5,7046,4550,9119.5
"MEXICO-DTO-25","TOTAL_SOLICITUDES","CAP_2021",13,516,398.5,1112.5,6708,5180.5,14462.5
"MEXICO-DTO-26","ENTREGA_CPV","CAP_2021",13,403,252.5,479,5239,3282.5,6227
"MEXICO-DTO-26","TOTAL_SOLICITUDES","CAP_2021",13,394,368,700.5,5122,4784,9106.5
"MEXICO-DTO-27","ENTREGA_CPV","CAP_2021",13,662,355.5,801.5,8606,4621.5,10419.5
"MEXICO-DTO-27","TOTAL_SOLICITUDES","CAP_2021",13,655,432,1319,8515,5616,17147
"MEXICO-DTO-28","ENTREGA_CPV","CAP_2021",13,434,403,760.5,5642,5239,9886.5
"MEXICO-DTO-28","TOTAL_SOLICITUDES","CAP_2021",13,882,452.5,1450,11466,5882.5,18850
"MEXICO-DTO-29","ENTREGA_CPV","CAP_2021",13,667,375.5,875.5,8671,4881.5,11381.5
"MEXICO-DTO-29","TOTAL_SOLICITUDES","CAP_2021",13,662,583.5,1481.5,8606,7585.5,19259.5
"MEXICO-DTO-3","ENTREGA_CPV","CAP_2021",13,497,252,558,6461,3276,7254
"MEXICO-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,487,322.5,1250,6331,4192.5,16250
"MEXICO-DTO-30","ENTREGA_CPV","CAP_2021",13,565,150.5,650,7345,1956.5,8450
"MEXICO-DTO-30","TOTAL_SOLICITUDES","CAP_2021",13,434,401,1179,5642,5213,15327
"MEXICO-DTO-31","ENTREGA_CPV","CAP_2021",13,582,373.5,738,7566,4855.5,9594
"MEXICO-DTO-31","TOTAL_SOLICITUDES","CAP_2021",13,616,465.5,878.5,8008,6051.5,11420.5
"MEXICO-DTO-32","ENTREGA_CPV","CAP_2021",13,447,341,561.5,5811,4433,7299.5
"MEXICO-DTO-32","TOTAL_SOLICITUDES","CAP_2021",13,547,436,1015,7111,5668,13195
"MEXICO-DTO-33","ENTREGA_CPV","CAP_2021",13,554,64.5,576,7202,838.5,7488
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAP_2021",13,496,345.5,1005,6448,4491.5,13065
"MEXICO-DTO-34","ENTREGA_CPV","CAP_2021",13,560,359.5,698.5,7280,4673.5,9080.5
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAP_2021",13,564,553,933,7332,7189,12129
"MEXICO-DTO-35","ENTREGA_CPV","CAP_2021",13,452,285,529.5,5876,3705,6883.5
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAP_2021",13,441,348,1018,5733,4524,13234
"MEXICO-DTO-36","ENTREGA_CPV","CAP_2021",13,297,199.5,346.5,3861,2593.5,4504.5
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAP_2021",13,330,271,737.5,4290,3523,9587.5
"MEXICO-DTO-37","ENTREGA_CPV","CAP_2021",13,578,402.5,764,7514,5232.5,9932
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAP_2021",13,515,500,1187,6695,6500,15431
"MEXICO-DTO-38","ENTREGA_CPV","CAP_2021",13,470,349,636,6110,4537,8268
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAP_2021",13,424,408,1066,5512,5304,13858
"MEXICO-DTO-39","ENTREGA_CPV","CAP_2021",13,284,140,496,3692,1820,6448
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAP_2021",13,292,227.5,1051.5,3796,2957.5,13669.5
"MEXICO-DTO-4","ENTREGA_CPV","CAP_2021",13,638,338,702,8294,4394,9126
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,515,417,1122,6695,5421,14586
"MEXICO-DTO-40","ENTREGA_CPV","CAP_2021",13,478,272,534,6214,3536,6942
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAP_2021",13,430,323,1187,5590,4199,15431
"MEXICO-DTO-41","ENTREGA_CPV","CAP_2021",13,716,473.5,892,9308,6155.5,11596
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAP_2021",13,743,690,1532.5,9659,8970,19922.5
"MEXICO-DTO-5","ENTREGA_CPV","CAP_2021",13,466,172.5,493.5,6058,2242.5,6415.5
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,364,265,859.5,4732,3445,11173.5
"MEXICO-DTO-6","ENTREGA_CPV","CAP_2021",13,653,325,741.5,8489,4225,9639.5
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,579,385,1200.5,7527,5005,15606.5
"MEXICO-DTO-7","ENTREGA_CPV","CAP_2021",13,711,423.5,798.5,9243,5505.5,10380.5
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,680,607,1124,8840,7891,14612
"MEXICO-DTO-8","ENTREGA_CPV","CAP_2021",13,273,129.5,397,3549,1683.5,5161
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,315,251.5,562,4095,3269.5,7306
"MEXICO-DTO-9","ENTREGA_CPV","CAP_2021",13,164,124.5,265,2132,1618.5,3445
"MEXICO-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,263,153,723.5,3419,1989,9405.5
"MICHOACAN-DTO-1","ENTREGA_CPV","CAP_2021",13,168,131.5,279.5,2184,1709.5,3633.5
"MICHOACAN-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,329,132.5,760.5,4277,1722.5,9886.5
"MICHOACAN-DTO-10","ENTREGA_CPV","CAP_2021",13,330,235,475.5,4290,3055,6181.5
"MICHOACAN-DTO-10","TOTAL_SOLICITUDES","CAP_2021",13,351,263,941.5,4563,3419,12239.5
"MICHOACAN-DTO-11","ENTREGA_CPV","CAP_2021",13,146,83.5,291,1898,1085.5,3783
"MICHOACAN-DTO-11","TOTAL_SOLICITUDES","CAP_2021",13,156,122.5,852,2028,1592.5,11076
"MICHOACAN-DTO-12","ENTREGA_CPV","CAP_2021",13,171,156.5,265,2223,2034.5,3445
"MICHOACAN-DTO-12","TOTAL_SOLICITUDES","CAP_2021",13,342,144,784.5,4446,1872,10198.5
"MICHOACAN-DTO-2","ENTREGA_CPV","CAP_2021",13,86,58,178.5,1118,754,2320.5
"MICHOACAN-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,221,68.5,710.5,2873,890.5,9236.5
"MICHOACAN-DTO-3","ENTREGA_CPV","CAP_2021",13,175,134,258.5,2275,1742,3360.5
"MICHOACAN-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,276,142,750.5,3588,1846,9756.5
"MICHOACAN-DTO-4","ENTREGA_CPV","CAP_2021",13,149,141.5,347.5,1937,1839.5,4517.5
"MICHOACAN-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,234,158.5,999,3042,2060.5,12987
"MICHOACAN-DTO-5","ENTREGA_CPV","CAP_2021",13,176,119,415,2288,1547,5395
"MICHOACAN-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,214,177,1046.5,2782,2301,13604.5
"MICHOACAN-DTO-6","ENTREGA_CPV","CAP_2021",13,141,104.5,341.5,1833,1358.5,4439.5
"MICHOACAN-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,205,132.5,802,2665,1722.5,10426
"MICHOACAN-DTO-7","ENTREGA_CPV","CAP_2021",13,206,149,364.5,2678,1937,4738.5
"MICHOACAN-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,261,156,905,3393,2028,11765
"MICHOACAN-DTO-8","ENTREGA_CPV","CAP_2021",13,661,591,1015,8593,7683,13195
"MICHOACAN-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,1076,607,1676,13988,7891,21788
"MICHOACAN-DTO-9","ENTREGA_CPV","CAP_2021",13,270,191.5,532.5,3510,2489.5,6922.5
"MICHOACAN-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,366,236,1073,4758,3068,13949
"MORELOS-DTO-1","ENTREGA_CPV","CAP_2021",13,576,408,801,7488,5304,10413
"MORELOS-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,580,483.5,1082.5,7540,6285.5,14072.5
"MORELOS-DTO-2","ENTREGA_CPV","CAP_2021",13,400,311,504.5,5200,4043,6558.5
"MORELOS-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,569,378,891,7397,4914,11583
"MORELOS-DTO-3","ENTREGA_CPV","CAP_2021",13,492,300.5,738.5,6396,3906.5,9600.5
"MORELOS-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,529,477.5,1044,6877,6207.5,13572
"MORELOS-DTO-4","ENTREGA_CPV","CAP_2021",13,497,431.5,697,6461,5609.5,9061
"MORELOS-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,684,481,1177,8892,6253,15301
"MORELOS-DTO-5","ENTREGA_CPV","CAP_2021",13,172,140,191.5,2236,1820,2489.5
"MORELOS-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,205,145,433.5,2665,1885,5635.5
"NAYARIT-DTO-1","ENTREGA_CPV","CAP_2021",13,106,89.5,195.5,1378,1163.5,2541.5
"NAYARIT-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,248,63,597,3224,819,7761
"NAYARIT-DTO-2","ENTREGA_CPV","CAP_2021",13,470,329.5,796,6110,4283.5,10348
"NAYARIT-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,1132,371.5,1240,14716,4829.5,16120
"NAYARIT-DTO-3","ENTREGA_CPV","CAP_2021",13,193,159.5,353.5,2509,2073.5,4595.5
"NAYARIT-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,422,134,834.5,5486,1742,10848.5
"NUEVO LEON-DTO-1","ENTREGA_CPV","CAP_2021",13,664,321.5,803,8632,4179.5,10439
"NUEVO LEON-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,559,468,1220.5,7267,6084,15866.5
"NUEVO LEON-DTO-10","ENTREGA_CPV","CAP_2021",13,456,271.5,534,5928,3529.5,6942
"NUEVO LEON-DTO-10","TOTAL_SOLICITUDES","CAP_2021",13,399,359.5,841.5,5187,4673.5,10939.5
"NUEVO LEON-DTO-11","ENTREGA_CPV","CAP_2021",13,845,634.5,1364.5,10985,8248.5,17738.5
"NUEVO LEON-DTO-11","TOTAL_SOLICITUDES","CAP_2021",13,1004,798,2413.5,13052,10374,31375.5
"NUEVO LEON-DTO-12","ENTREGA_CPV","CAP_2021",13,133,94.5,278.5,1729,1228.5,3620.5
"NUEVO LEON-DTO-12","TOTAL_SOLICITUDES","CAP_2021",13,149,130,1185,1937,1690,15405
"NUEVO LEON-DTO-2","ENTREGA_CPV","CAP_2021",13,548,472,1105,7124,6136,14365
"NUEVO LEON-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,937,501.5,1572,12181,6519.5,20436
"NUEVO LEON-DTO-3","ENTREGA_CPV","CAP_2021",13,518,304.5,852,6734,3958.5,11076
"NUEVO LEON-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,750,522.5,1537.5,9750,6792.5,19987.5
"NUEVO LEON-DTO-4","ENTREGA_CPV","CAP_2021",13,288,208,458.5,3744,2704,5960.5
"NUEVO LEON-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,333,258.5,709.5,4329,3360.5,9223.5
"NUEVO LEON-DTO-5","ENTREGA_CPV","CAP_2021",13,636,429,1053,8268,5577,13689
"NUEVO LEON-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,562,454,1765,7306,5902,22945
"NUEVO LEON-DTO-6","ENTREGA_CPV","CAP_2021",13,308,207,521,4004,2691,6773
"NUEVO LEON-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,394,296,736.5,5122,3848,9574.5
"NUEVO LEON-DTO-7","ENTREGA_CPV","CAP_2021",13,161,144,363,2093,1872,4719
"NUEVO LEON-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,397,123,908,5161,1599,11804
"NUEVO LEON-DTO-8","ENTREGA_CPV","CAP_2021",13,96,49.5,152,1248,643.5,1976
"NUEVO LEON-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,109,86.5,307.5,1417,1124.5,3997.5
"NUEVO LEON-DTO-9","ENTREGA_CPV","CAP_2021",13,80,76.5,149,1040,994.5,1937
"NUEVO LEON-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,178,73,475.5,2314,949,6181.5
"OAXACA-DTO-1","ENTREGA_CPV","CAP_2021",13,200,178,317.5,2600,2314,4127.5
"OAXACA-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,366,189.5,801,4758,2463.5,10413
"OAXACA-DTO-10","ENTREGA_CPV","CAP_2021",13,68,64,198,884,832,2574
"OAXACA-DTO-10","TOTAL_SOLICITUDES","CAP_2021",13,174,69,787,2262,897,10231
"OAXACA-DTO-2","ENTREGA_CPV","CAP_2021",13,42,19,64.5,546,247,838.5
"OAXACA-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,48,39.5,420.5,624,513.5,5466.5
"OAXACA-DTO-3","ENTREGA_CPV","CAP_2021",13,126,98,228,1638,1274,2964
"OAXACA-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,269,123.5,547.5,3497,1605.5,7117.5
"OAXACA-DTO-4","ENTREGA_CPV","CAP_2021",13,96,72,165.5,1248,936,2151.5
"OAXACA-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,130,67.5,870,1690,877.5,11310
"OAXACA-DTO-5","ENTREGA_CPV","CAP_2021",13,156,138,236.5,2028,1794,3074.5
"OAXACA-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,194,159.5,653.5,2522,2073.5,8495.5
"OAXACA-DTO-6","ENTREGA_CPV","CAP_2021",13,61,45.5,127,793,591.5,1651
"OAXACA-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,142,65.5,631,1846,851.5,8203
"OAXACA-DTO-7","ENTREGA_CPV","CAP_2021",13,183,140,306.5,2379,1820,3984.5
"OAXACA-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,234,171.5,728,3042,2229.5,9464
"OAXACA-DTO-8","ENTREGA_CPV","CAP_2021",13,1155,839.5,1720.5,15015,10913.5,22366.5
"OAXACA-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,1561,1018,2305,20293,13234,29965
"OAXACA-DTO-9","ENTREGA_CPV","CAP_2021",13,308,137.5,396,4004,1787.5,5148
"OAXACA-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,264,212.5,916.5,3432,2762.5,11914.5
"PUEBLA-DTO-1","ENTREGA_CPV","CAP_2021",13,275,163,382,3575,2119,4966
"PUEBLA-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,304,259.5,765.5,3952,3373.5,9951.5
"PUEBLA-DTO-10","ENTREGA_CPV","CAP_2021",13,551,350.5,635,7163,4556.5,8255
"PUEBLA-DTO-10","TOTAL_SOLICITUDES","CAP_2021",13,555,458,1103.5,7215,5954,14345.5
"PUEBLA-DTO-11","ENTREGA_CPV","CAP_2021",13,167,111,186,2171,1443,2418
"PUEBLA-DTO-11","TOTAL_SOLICITUDES","CAP_2021",13,182,137.5,333,2366,1787.5,4329
"PUEBLA-DTO-12","ENTREGA_CPV","CAP_2021",13,1174,831,1610.5,15262,10803,20936.5
"PUEBLA-DTO-12","TOTAL_SOLICITUDES","CAP_2021",13,1292,1161.5,2392,16796,15099.5,31096
"PUEBLA-DTO-13","ENTREGA_CPV","CAP_2021",13,359,222,579,4667,2886,7527
"PUEBLA-DTO-13","TOTAL_SOLICITUDES","CAP_2021",13,612,269,1112.5,7956,3497,14462.5
"PUEBLA-DTO-14","ENTREGA_CPV","CAP_2021",13,171,129.5,277.5,2223,1683.5,3607.5
"PUEBLA-DTO-14","TOTAL_SOLICITUDES","CAP_2021",13,223,168,636,2899,2184,8268
"PUEBLA-DTO-15","ENTREGA_CPV","CAP_2021",13,467,267.5,551,6071,3477.5,7163
"PUEBLA-DTO-15","TOTAL_SOLICITUDES","CAP_2021",13,462,358,1129.5,6006,4654,14683.5
"PUEBLA-DTO-2","ENTREGA_CPV","CAP_2021",13,121,58,160,1573,754,2080
"PUEBLA-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,106,55,582,1378,715,7566
"PUEBLA-DTO-3","ENTREGA_CPV","CAP_2021",13,339,159,444,4407,2067,5772
"PUEBLA-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,343,311,882.5,4459,4043,11472.5
"PUEBLA-DTO-4","ENTREGA_CPV","CAP_2021",13,86,56,136.5,1118,728,1774.5
"PUEBLA-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,106,75,454,1378,975,5902
"PUEBLA-DTO-5","ENTREGA_CPV","CAP_2021",13,259,211,529.5,3367,2743,6883.5
"PUEBLA-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,379,282.5,1051,4927,3672.5,13663
"PUEBLA-DTO-6","ENTREGA_CPV","CAP_2021",13,578,271.5,949,7514,3529.5,12337
"PUEBLA-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,772,556.5,1357.5,10036,7234.5,17647.5
"PUEBLA-DTO-7","ENTREGA_CPV","CAP_2021",13,353,241,505,4589,3133,6565
"PUEBLA-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,321,305,1001,4173,3965,13013
"PUEBLA-DTO-8","ENTREGA_CPV","CAP_2021",13,138,99.5,192.5,1794,1293.5,2502.5
"PUEBLA-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,170,113.5,855,2210,1475.5,11115
"PUEBLA-DTO-9","ENTREGA_CPV","CAP_2021",13,560,453,886,7280,5889,11518
"PUEBLA-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,875,547,1387,11375,7111,18031
"QUERETARO-DTO-1","ENTREGA_CPV","CAP_2021",13,63,56.5,190,819,734.5,2470
"QUERETARO-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,268,55.5,671.5,3484,721.5,8729.5
"QUERETARO-DTO-2","ENTREGA_CPV","CAP_2021",13,368,294,454,4784,3822,5902
"QUERETARO-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,503,316,829.5,6539,4108,10783.5
"QUERETARO-DTO-3","ENTREGA_CPV","CAP_2021",13,737,681,1151,9581,8853,14963
"QUERETARO-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,1368,688,1910,17784,8944,24830
"QUERETARO-DTO-4","ENTREGA_CPV","CAP_2021",13,770,673,1117.5,10010,8749,14527.5
"QUERETARO-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,1219,681,1530.5,15847,8853,19896.5
"QUERETARO-DTO-5","ENTREGA_CPV","CAP_2021",13,229,186.5,403,2977,2424.5,5239
"QUERETARO-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,473,217.5,952,6149,2827.5,12376
"QUINTANA ROO-DTO-1","ENTREGA_CPV","CAP_2021",13,537,473.5,800,6981,6155.5,10400
"QUINTANA ROO-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,902,433,1848,11726,5629,24024
"QUINTANA ROO-DTO-2","ENTREGA_CPV","CAP_2021",13,273,197.5,360,3549,2567.5,4680
"QUINTANA ROO-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,336,252,1025,4368,3276,13325
"QUINTANA ROO-DTO-3","ENTREGA_CPV","CAP_2021",13,517,235.5,1003.5,6721,3061.5,13045.5
"QUINTANA ROO-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,846,480.5,1458,10998,6246.5,18954
"QUINTANA ROO-DTO-4","ENTREGA_CPV","CAP_2021",13,444,372,702.5,5772,4836,9132.5
"QUINTANA ROO-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,874,480,930,11362,6240,12090
"SAN LUIS POTOSI-DTO-1","ENTREGA_CPV","CAP_2021",13,112,100.5,205,1456,1306.5,2665
"SAN LUIS POTOSI-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,217,103,444,2821,1339,5772
"SAN LUIS POTOSI-DTO-2","ENTREGA_CPV","CAP_2021",13,215,180.5,307.5,2795,2346.5,3997.5
"SAN LUIS POTOSI-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,394,187,565,5122,2431,7345
"SAN LUIS POTOSI-DTO-3","ENTREGA_CPV","CAP_2021",13,134,69,249,1742,897,3237
"SAN LUIS POTOSI-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,288,108.5,661.5,3744,1410.5,8599.5
"SAN LUIS POTOSI-DTO-4","ENTREGA_CPV","CAP_2021",13,174,151,289.5,2262,1963,3763.5
"SAN LUIS POTOSI-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,313,183,749.5,4069,2379,9743.5
"SAN LUIS POTOSI-DTO-5","ENTREGA_CPV","CAP_2021",13,541,445,809.5,7033,5785,10523.5
"SAN LUIS POTOSI-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,1035,528.5,1340.5,13455,6870.5,17426.5
"SAN LUIS POTOSI-DTO-6","ENTREGA_CPV","CAP_2021",13,715,460,1394.5,9295,5980,18128.5
"SAN LUIS POTOSI-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,1006,748.5,1760.5,13078,9730.5,22886.5
"SAN LUIS POTOSI-DTO-7","ENTREGA_CPV","CAP_2021",13,143,59,152,1859,767,1976
"SAN LUIS POTOSI-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,113,85.5,453,1469,1111.5,5889
"SINALOA-DTO-1","ENTREGA_CPV","CAP_2021",13,245,210.5,381,3185,2736.5,4953
"SINALOA-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,479,187,805.5,6227,2431,10471.5
"SINALOA-DTO-2","ENTREGA_CPV","CAP_2021",13,420,385,746,5460,5005,9698
"SINALOA-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,911,352.5,1250.5,11843,4582.5,16256.5
