"ID","Tramite","Campaña","Total_tramites_por_campaña","Numero_semanas_por_campaña","Promedio_tramites_por_semana","Mediana","Desviacion_Estandar","Rango_Intercuantil","Q1","Q3"
"MEXICO-DTO-33","ENTREGA_CPV","CAI_2017_2018",22852,22,1038.73,1085.5,450.26,417.5,890.75,1308.25
"MEXICO-DTO-33","ENTREGA_CPV","CAI_2018",14933,14,1066.64,1007,286.94,99,946.5,1045.5
"MEXICO-DTO-33","ENTREGA_CPV","CAI_2019",11394,14,813.86,929.5,352.64,440.25,631.75,1072
"MEXICO-DTO-33","ENTREGA_CPV","CAI_2020_2021",22012,23,957.04,993,276.85,326,783,1109
"MEXICO-DTO-33","ENTREGA_CPV","CAP_2018",2629,7,375.57,554,323.46,511.5,64.5,576
"MEXICO-DTO-33","ENTREGA_CPV","CAP_2018_2019",48148,38,1267.05,1237.5,588.47,347.5,1020.5,1368
"MEXICO-DTO-33","ENTREGA_CPV","CAP_2019_2020",18798,20,939.9,970,602.52,812.75,591.75,1404.5
"MEXICO-DTO-33","ENTREGA_CPV","Proceso Electoral Federal",21143,27,783.07,586,528.98,677.5,376.5,1054
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAI_2017_2018",25060,22,1139.09,1132,525.61,281.5,912,1193.5
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAI_2018",13905,14,993.21,992.5,139.7,111,949,1060
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAI_2019",13082,14,934.43,947,141.71,154,879.25,1033.25
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAI_2020_2021",23089,23,1003.87,1049,298.57,282.5,811,1093.5
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAP_2018",4320,7,617.14,496,435.4,659.5,345.5,1005
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAP_2018_2019",48934,38,1287.74,1175,577.47,269.5,1081.5,1351
"MEXICO-DTO-33","TOTAL_SOLICITUDES","CAP_2019_2020",17918,20,895.9,994,445.43,334.25,794.25,1128.5
"MEXICO-DTO-33","TOTAL_SOLICITUDES","Proceso Electoral Federal",14583,27,540.11,477,372.87,168,382.5,550.5
"MEXICO-DTO-34","ENTREGA_CPV","CAI_2017_2018",19419,22,882.68,908.5,326.63,201,805,1006
"MEXICO-DTO-34","ENTREGA_CPV","CAI_2018",12294,14,878.14,896,85.78,62.5,863.25,925.75
"MEXICO-DTO-34","ENTREGA_CPV","CAI_2019",10624,14,758.86,872.5,283.23,329,630.25,959.25
"MEXICO-DTO-34","ENTREGA_CPV","CAI_2020_2021",15861,23,689.61,690,133.34,176,598,774
"MEXICO-DTO-34","ENTREGA_CPV","CAP_2018",3565,7,509.29,560,302.69,339,359.5,698.5
"MEXICO-DTO-34","ENTREGA_CPV","CAP_2018_2019",42765,38,1125.39,1061.5,528.77,211.75,961.25,1173
"MEXICO-DTO-34","ENTREGA_CPV","CAP_2019_2020",15816,20,790.8,869,490.96,686.5,392.25,1078.75
"MEXICO-DTO-34","ENTREGA_CPV","Proceso Electoral Federal",18430,27,682.59,504,428.01,461.5,437,898.5
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAI_2017_2018",21449,22,974.95,919,431.25,231.75,803.5,1035.25
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAI_2018",12377,14,884.07,894.5,133.61,125,848.75,973.75
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAI_2019",12326,14,880.43,853,138.42,141.25,823.5,964.75
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAI_2020_2021",16904,23,734.96,717,204.06,148.5,627,775.5
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAP_2018",4548,7,649.71,564,353.18,380,553,933
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAP_2018_2019",42920,38,1129.47,1030,531.47,200.75,956.75,1157.5
"MEXICO-DTO-34","TOTAL_SOLICITUDES","CAP_2019_2020",14705,20,735.25,811,410.2,567.25,474.25,1041.5
"MEXICO-DTO-34","TOTAL_SOLICITUDES","Proceso Electoral Federal",12733,27,471.59,425,199.8,130.5,374.5,505
"MEXICO-DTO-35","ENTREGA_CPV","CAI_2017_2018",20986,22,953.91,977.5,453.62,312,808.75,1120.75
"MEXICO-DTO-35","ENTREGA_CPV","CAI_2018",15597,14,1114.07,1155,111.98,99.75,1069.5,1169.25
"MEXICO-DTO-35","ENTREGA_CPV","CAI_2019",13904,14,993.14,1144.5,402.56,422.75,851.75,1274.5
"MEXICO-DTO-35","ENTREGA_CPV","CAI_2020_2021",23138,23,1006,1062,239.19,302.5,838,1140.5
"MEXICO-DTO-35","ENTREGA_CPV","CAP_2018",2876,7,410.86,452,263.23,244.5,285,529.5
"MEXICO-DTO-35","ENTREGA_CPV","CAP_2018_2019",56251,38,1480.29,1458,640.43,190.25,1355,1545.25
"MEXICO-DTO-35","ENTREGA_CPV","CAP_2019_2020",22078,20,1103.9,1031.5,789.32,1148.5,519.25,1667.75
"MEXICO-DTO-35","ENTREGA_CPV","Proceso Electoral Federal",21560,27,798.52,640,622.11,657.5,359.5,1017
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAI_2017_2018",23484,22,1067.45,980.5,579.24,366.75,794.5,1161.25
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAI_2018",15923,14,1137.36,1160.5,156.88,92,1111,1203
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAI_2019",15378,14,1098.43,1159.5,156.71,137.75,1066.25,1204
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAI_2020_2021",25089,23,1090.83,1163,373.99,419.5,811.5,1231
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAP_2018",4420,7,631.43,441,474.5,670,348,1018
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAP_2018_2019",57399,38,1510.5,1405.5,692.7,319.5,1237.25,1556.75
"MEXICO-DTO-35","TOTAL_SOLICITUDES","CAP_2019_2020",20661,20,1033.05,1211.5,556.9,815.25,658.25,1473.5
"MEXICO-DTO-35","TOTAL_SOLICITUDES","Proceso Electoral Federal",13098,27,485.11,408,312.38,324,306.5,630.5
"MEXICO-DTO-36","ENTREGA_CPV","CAI_2017_2018",19944,22,906.55,882.5,444.7,347.75,719.5,1067.25
"MEXICO-DTO-36","ENTREGA_CPV","CAI_2018",14277,14,1019.79,1012,151.39,155.5,957.25,1112.75
"MEXICO-DTO-36","ENTREGA_CPV","CAI_2019",12132,14,866.57,945,360.22,317.5,736,1053.5
"MEXICO-DTO-36","ENTREGA_CPV","CAI_2020_2021",25873,23,1124.91,1137,351.31,468,914,1382
"MEXICO-DTO-36","ENTREGA_CPV","CAP_2018",2045,7,292.14,297,194.96,147,199.5,346.5
"MEXICO-DTO-36","ENTREGA_CPV","CAP_2018_2019",49388,38,1299.68,1122.5,668.76,510.25,989.5,1499.75
"MEXICO-DTO-36","ENTREGA_CPV","CAP_2019_2020",18102,20,905.1,885.5,589.97,975,441.5,1416.5
"MEXICO-DTO-36","ENTREGA_CPV","Proceso Electoral Federal",20035,27,742.04,498,694.82,675.5,244.5,920
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAI_2017_2018",23876,22,1085.27,891.5,657.54,436.5,769.5,1206
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAI_2018",14962,14,1068.71,1113.5,150.14,141,1028,1169
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAI_2019",12450,14,889.29,899,122.74,150.5,832,982.5
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAI_2020_2021",28860,23,1254.78,1348,392,515,938.5,1453.5
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAP_2018",3322,7,474.57,330,356.76,466.5,271,737.5
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAP_2018_2019",50782,38,1336.37,1121.5,753.88,641.75,958.75,1600.5
"MEXICO-DTO-36","TOTAL_SOLICITUDES","CAP_2019_2020",18582,20,929.1,1063,507.44,650.75,640,1290.75
"MEXICO-DTO-36","TOTAL_SOLICITUDES","Proceso Electoral Federal",8688,27,321.78,248,331.81,140.5,180.5,321
"MEXICO-DTO-37","ENTREGA_CPV","CAI_2017_2018",23627,22,1073.95,1227.5,472.36,322.75,987.25,1310
"MEXICO-DTO-37","ENTREGA_CPV","CAI_2018",15669,14,1119.21,1144,85.76,87.75,1077.25,1165
"MEXICO-DTO-37","ENTREGA_CPV","CAI_2019",14349,14,1024.93,1151.5,396.19,477.75,850.25,1328
"MEXICO-DTO-37","ENTREGA_CPV","CAI_2020_2021",26476,23,1151.13,1261,259.06,347,1004,1351
"MEXICO-DTO-37","ENTREGA_CPV","CAP_2018",4014,7,573.43,578,359.51,361.5,402.5,764
"MEXICO-DTO-37","ENTREGA_CPV","CAP_2018_2019",62443,38,1643.24,1574.5,718.11,451.5,1344.5,1796
"MEXICO-DTO-37","ENTREGA_CPV","CAP_2019_2020",23375,20,1168.75,945.5,779.37,842.25,718,1560.25
"MEXICO-DTO-37","ENTREGA_CPV","Proceso Electoral Federal",24254,27,898.3,706,686.75,652,437.5,1089.5
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAI_2017_2018",26905,22,1222.95,1175,581.83,386.5,928.5,1315
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAI_2018",16127,14,1151.93,1188,137.67,113.75,1109.25,1223
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAI_2019",15965,14,1140.36,1161,155.44,148.5,1051,1199.5
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAI_2020_2021",28814,23,1252.78,1250,339.01,276.5,1108,1384.5
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAP_2018",5175,7,739.29,515,485.36,687,500,1187
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAP_2018_2019",62577,38,1646.76,1494,761.48,362,1404.25,1766.25
"MEXICO-DTO-37","TOTAL_SOLICITUDES","CAP_2019_2020",22474,20,1123.7,1263.5,579.75,472.25,929.75,1402
"MEXICO-DTO-37","TOTAL_SOLICITUDES","Proceso Electoral Federal",16031,27,593.74,493,337.78,279,427.5,706.5
"MEXICO-DTO-38","ENTREGA_CPV","CAI_2017_2018",20945,22,952.05,984.5,410.93,255.25,839.75,1095
"MEXICO-DTO-38","ENTREGA_CPV","CAI_2018",14225,14,1016.07,1032.5,121.51,150,950.5,1100.5
"MEXICO-DTO-38","ENTREGA_CPV","CAI_2019",11645,14,831.79,976.5,342.98,325.25,709.75,1035
"MEXICO-DTO-38","ENTREGA_CPV","CAI_2020_2021",16243,23,706.22,749,174.86,233,579.5,812.5
"MEXICO-DTO-38","ENTREGA_CPV","CAP_2018",3394,7,484.86,470,302.57,287,349,636
"MEXICO-DTO-38","ENTREGA_CPV","CAP_2018_2019",47611,38,1252.92,1130,609.99,371.5,997.25,1368.75
"MEXICO-DTO-38","ENTREGA_CPV","CAP_2019_2020",17349,20,867.45,901.5,612.03,865.25,369.25,1234.5
"MEXICO-DTO-38","ENTREGA_CPV","Proceso Electoral Federal",18440,27,682.96,460,511.53,544,331.5,875.5
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAI_2017_2018",23303,22,1059.23,1018,489.16,222.75,877,1099.75
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAI_2018",14174,14,1012.43,1015.5,170.6,204,923,1127
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAI_2019",12961,14,925.79,943.5,175.23,151.75,858.75,1010.5
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAI_2020_2021",16927,23,735.96,639,289.05,354,566,920
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAP_2018",4546,7,649.43,424,453.14,658,408,1066
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAP_2018_2019",48567,38,1278.08,1115,686.48,342.75,990.5,1333.25
"MEXICO-DTO-38","TOTAL_SOLICITUDES","CAP_2019_2020",16610,20,830.5,924.5,447.06,513,575.75,1088.75
"MEXICO-DTO-38","TOTAL_SOLICITUDES","Proceso Electoral Federal",12354,27,457.56,416,261.28,102.5,364,466.5
"MEXICO-DTO-39","ENTREGA_CPV","CAI_2017_2018",18719,22,850.86,860,392.94,372.75,707.25,1080
"MEXICO-DTO-39","ENTREGA_CPV","CAI_2018",12576,14,898.29,874.5,136.25,111.25,847.25,958.5
"MEXICO-DTO-39","ENTREGA_CPV","CAI_2019",9313,14,665.21,764.5,282.29,293.5,546,839.5
"MEXICO-DTO-39","ENTREGA_CPV","CAI_2020_2021",16209,23,704.74,757,169.73,288.5,561.5,850
"MEXICO-DTO-39","ENTREGA_CPV","CAP_2018",2519,7,359.86,284,340.4,356,140,496
"MEXICO-DTO-39","ENTREGA_CPV","CAP_2018_2019",41060,38,1080.53,1085.5,506.04,342.25,833,1175.25
"MEXICO-DTO-39","ENTREGA_CPV","CAP_2019_2020",14813,20,740.65,831,487.65,771.5,288.5,1060
"MEXICO-DTO-39","ENTREGA_CPV","Proceso Electoral Federal",13784,27,510.52,318,452.8,469,198.5,667.5
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAI_2017_2018",20246,22,920.27,893,411.89,279.75,689.25,969
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAI_2018",12468,14,890.57,880,142.01,65.75,865,930.75
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAI_2019",10409,14,743.5,733.5,106.02,106.25,710.5,816.75
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAI_2020_2021",16831,23,731.78,796,214.31,238.5,599,837.5
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAP_2018",3950,7,564.29,292,480.54,824,227.5,1051.5
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAP_2018_2019",41683,38,1096.92,1030.5,508.63,223.5,927.25,1150.75
"MEXICO-DTO-39","TOTAL_SOLICITUDES","CAP_2019_2020",13852,20,692.6,765,388.73,380,526.25,906.25
"MEXICO-DTO-39","TOTAL_SOLICITUDES","Proceso Electoral Federal",8707,27,322.48,245,212.49,246.5,186,432.5
"MEXICO-DTO-4","ENTREGA_CPV","CAI_2017_2018",21654,22,984.27,1038.5,377.46,248,883.25,1131.25
"MEXICO-DTO-4","ENTREGA_CPV","CAI_2018",15083,14,1077.36,1101,87.05,84.75,1043,1127.75
"MEXICO-DTO-4","ENTREGA_CPV","CAI_2019",11362,14,811.57,905.5,286.5,363.5,657,1020.5
"MEXICO-DTO-4","ENTREGA_CPV","CAI_2020_2021",14561,23,633.09,666,140.61,246,507.5,753.5
"MEXICO-DTO-4","ENTREGA_CPV","CAP_2018",3714,7,530.57,638,335.47,364,338,702
"MEXICO-DTO-4","ENTREGA_CPV","CAP_2018_2019",45148,38,1188.11,1133.5,600.44,164.25,1044.75,1209
"MEXICO-DTO-4","ENTREGA_CPV","CAP_2019_2020",15829,20,791.45,937.5,437.55,565.25,515.25,1080.5
"MEXICO-DTO-4","ENTREGA_CPV","Proceso Electoral Federal",19189,27,710.7,582,445.7,520,403,923
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2017_2018",22977,22,1044.41,1041.5,424.66,299.5,904,1203.5
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2018",15440,14,1102.86,1135,111.76,51.5,1107.25,1158.75
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2019",12458,14,889.86,894,120.56,157,822.75,979.75
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2020_2021",15556,23,676.35,707,171.28,171.5,601.5,773
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAP_2018",4784,7,683.43,515,462.44,705,417,1122
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAP_2018_2019",45021,38,1184.76,1117,618.64,163.5,1014.75,1178.25
"MEXICO-DTO-4","TOTAL_SOLICITUDES","CAP_2019_2020",14371,20,718.55,847.5,365.78,501,491.5,992.5
"MEXICO-DTO-4","TOTAL_SOLICITUDES","Proceso Electoral Federal",15503,27,574.19,539,270.28,280,415,695
"MEXICO-DTO-40","ENTREGA_CPV","CAI_2017_2018",28198,22,1281.73,1207.5,658.9,428.75,1042,1470.75
"MEXICO-DTO-40","ENTREGA_CPV","CAI_2018",18518,14,1322.71,1383,188.26,233,1227.25,1460.25
"MEXICO-DTO-40","ENTREGA_CPV","CAI_2019",15765,14,1126.07,1289.5,474.1,460.25,882.75,1343
"MEXICO-DTO-40","ENTREGA_CPV","CAI_2020_2021",33152,23,1441.39,1471,419.52,479.5,1281.5,1761
"MEXICO-DTO-40","ENTREGA_CPV","CAP_2018",3147,7,449.57,478,343.11,262,272,534
"MEXICO-DTO-40","ENTREGA_CPV","CAP_2018_2019",68835,38,1811.45,1723.5,768.39,640.5,1488.75,2129.25
"MEXICO-DTO-40","ENTREGA_CPV","CAP_2019_2020",23538,20,1176.9,1177,732.01,1011.5,714.5,1726
"MEXICO-DTO-40","ENTREGA_CPV","Proceso Electoral Federal",25723,27,952.7,651,776.48,758.5,388,1146.5
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAI_2017_2018",33250,22,1511.36,1276.5,907.74,340,1076.5,1416.5
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAI_2018",18903,14,1350.21,1414,275.19,180.75,1333,1513.75
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAI_2019",16455,14,1175.36,1187.5,242.58,119.75,1128.25,1248
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAI_2020_2021",35037,23,1523.35,1503,401.57,434.5,1332,1766.5
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAP_2018",4899,7,699.86,430,566.68,864,323,1187
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAP_2018_2019",69898,38,1839.42,1774,817.73,393,1530.25,1923.25
"MEXICO-DTO-40","TOTAL_SOLICITUDES","CAP_2019_2020",22959,20,1147.95,1248.5,585.36,549.25,981.75,1531
"MEXICO-DTO-40","TOTAL_SOLICITUDES","Proceso Electoral Federal",14714,27,544.96,427,357.67,292,380.5,672.5
"MEXICO-DTO-41","ENTREGA_CPV","CAI_2017_2018",37326,22,1696.64,1802.5,744.35,650.25,1499.25,2149.5
"MEXICO-DTO-41","ENTREGA_CPV","CAI_2018",21246,14,1517.57,1548.5,153.94,98.5,1484.5,1583
"MEXICO-DTO-41","ENTREGA_CPV","CAI_2019",18387,14,1313.36,1500,482.55,529.5,1098.75,1628.25
"MEXICO-DTO-41","ENTREGA_CPV","CAI_2020_2021",31718,23,1379.04,1533,484.5,612.5,1131,1743.5
"MEXICO-DTO-41","ENTREGA_CPV","CAP_2018",4836,7,690.86,716,441,418.5,473.5,892
"MEXICO-DTO-41","ENTREGA_CPV","CAP_2018_2019",74900,38,1971.05,1858.5,833.68,522,1670.75,2192.75
"MEXICO-DTO-41","ENTREGA_CPV","CAP_2019_2020",29532,20,1476.6,1720.5,1044.34,1474.5,638.5,2113
"MEXICO-DTO-41","ENTREGA_CPV","Proceso Electoral Federal",35021,27,1297.07,906,1071.03,1031,575,1606
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAI_2017_2018",41453,22,1884.23,1813.5,896.76,558.25,1367,1925.25
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAI_2018",21434,14,1531,1547.5,218.07,237,1464.5,1701.5
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAI_2019",20151,14,1439.36,1459.5,208.63,194.5,1372.75,1567.25
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAI_2020_2021",34189,23,1486.48,1287,503.31,555,1165.5,1720.5
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAP_2018",6832,7,976,743,611.81,842.5,690,1532.5
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAP_2018_2019",76341,38,2008.97,1894,816.63,456.5,1660.5,2117
"MEXICO-DTO-41","TOTAL_SOLICITUDES","CAP_2019_2020",28639,20,1431.95,1554.5,743.35,565.25,1227.5,1792.75
"MEXICO-DTO-41","TOTAL_SOLICITUDES","Proceso Electoral Federal",22906,27,848.37,623,607.08,419.5,573,992.5
"MEXICO-DTO-5","ENTREGA_CPV","CAI_2017_2018",16315,22,741.59,764.5,296.33,223.25,659.25,882.5
"MEXICO-DTO-5","ENTREGA_CPV","CAI_2018",12433,14,888.07,891.5,81.14,55.25,866.25,921.5
"MEXICO-DTO-5","ENTREGA_CPV","CAI_2019",11397,14,814.07,896,299.1,296.25,650.25,946.5
"MEXICO-DTO-5","ENTREGA_CPV","CAI_2020_2021",19630,23,853.48,918,280.36,361.5,701,1062.5
"MEXICO-DTO-5","ENTREGA_CPV","CAP_2018",2634,7,376.29,466,293.06,321,172.5,493.5
"MEXICO-DTO-5","ENTREGA_CPV","CAP_2018_2019",47060,38,1238.42,1094.5,596.29,320.25,994.5,1314.75
"MEXICO-DTO-5","ENTREGA_CPV","CAP_2019_2020",15873,20,793.65,904,471.67,738.25,403.5,1141.75
"MEXICO-DTO-5","ENTREGA_CPV","Proceso Electoral Federal",18744,27,694.22,444,632.35,688,245,933
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2017_2018",19966,22,907.55,777,546.95,150.25,681.5,831.75
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2018",13064,14,933.14,961,132.31,103.75,913.75,1017.5
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2019",11742,14,838.71,863.5,135.72,145.5,792,937.5
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2020_2021",22260,23,967.83,980,357.21,442.5,704,1146.5
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAP_2018",3634,7,519.14,364,394.78,594.5,265,859.5
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAP_2018_2019",48001,38,1263.18,1073.5,724.1,391.25,968,1359.25
"MEXICO-DTO-5","TOTAL_SOLICITUDES","CAP_2019_2020",14543,20,727.15,834,400.95,450,491,941
"MEXICO-DTO-5","TOTAL_SOLICITUDES","Proceso Electoral Federal",9888,27,366.22,326,291.86,206.5,220.5,427
"MEXICO-DTO-6","ENTREGA_CPV","CAI_2017_2018",22941,22,1042.77,1029.5,560.42,617,778.25,1395.25
"MEXICO-DTO-6","ENTREGA_CPV","CAI_2018",16131,14,1152.21,1175.5,150.21,92.75,1128,1220.75
"MEXICO-DTO-6","ENTREGA_CPV","CAI_2019",12385,14,884.64,1001.5,346.69,444.5,681.25,1125.75
"MEXICO-DTO-6","ENTREGA_CPV","CAI_2020_2021",19112,23,830.96,911,229.39,262,726,988
"MEXICO-DTO-6","ENTREGA_CPV","CAP_2018",3809,7,544.14,653,370.52,416.5,325,741.5
"MEXICO-DTO-6","ENTREGA_CPV","CAP_2018_2019",53715,38,1413.55,1259,713.44,286.75,1185.5,1472.25
"MEXICO-DTO-6","ENTREGA_CPV","CAP_2019_2020",18298,20,914.9,960,617.17,1050.75,270.5,1321.25
"MEXICO-DTO-6","ENTREGA_CPV","Proceso Electoral Federal",21338,27,790.3,654,513.02,565.5,441,1006.5
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2017_2018",25569,22,1162.23,1070.5,581.69,348.75,925,1273.75
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2018",16439,14,1174.21,1211.5,120.38,78.25,1162.5,1240.75
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2019",13797,14,985.5,1010,139.28,188.5,886.5,1075
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2020_2021",20710,23,900.43,900,313.99,342.5,725,1067.5
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAP_2018",5001,7,714.43,579,505.82,815.5,385,1200.5
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAP_2018_2019",53985,38,1420.66,1237,766.59,224.5,1180,1404.5
"MEXICO-DTO-6","TOTAL_SOLICITUDES","CAP_2019_2020",17380,20,869,1014.5,477.58,531,611.5,1142.5
"MEXICO-DTO-6","TOTAL_SOLICITUDES","Proceso Electoral Federal",14214,27,526.44,503,233.16,169,424.5,593.5
"MEXICO-DTO-7","ENTREGA_CPV","CAI_2017_2018",21435,21,1020.71,1041,437.33,423,869,1292
"MEXICO-DTO-7","ENTREGA_CPV","CAI_2018",14659,14,1047.07,1049,84.55,78,1024.75,1102.75
"MEXICO-DTO-7","ENTREGA_CPV","CAI_2019",10539,14,752.79,855,245.97,251.5,674.75,926.25
"MEXICO-DTO-7","ENTREGA_CPV","CAI_2020_2021",20589,23,895.17,969,193.49,318.5,711.5,1030
"MEXICO-DTO-7","ENTREGA_CPV","CAP_2018",4160,7,594.29,711,349.13,375,423.5,798.5
"MEXICO-DTO-7","ENTREGA_CPV","CAP_2018_2019",43862,38,1154.26,1074.5,599.64,221.5,966.5,1188
"MEXICO-DTO-7","ENTREGA_CPV","CAP_2019_2020",16587,20,829.35,972.5,533.98,834.75,340.25,1175
"MEXICO-DTO-7","ENTREGA_CPV","Proceso Electoral Federal",20995,27,777.59,681,458.55,498,473.5,971.5
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2017_2018",22454,21,1069.24,1044,379.3,286,874,1160
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2018",14783,14,1055.93,1083.5,97.24,45.25,1047.5,1092.75
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2019",11969,14,854.93,872,114.76,154.25,803.25,957.5
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2020_2021",21634,23,940.61,962,186.22,224,831,1055
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAP_2018",5357,7,765.29,680,430.88,517,607,1124
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAP_2018_2019",43886,38,1154.89,1018,569.41,260.75,952.25,1213
"MEXICO-DTO-7","TOTAL_SOLICITUDES","CAP_2019_2020",16115,20,805.75,927.5,399.85,393.5,684.75,1078.25
"MEXICO-DTO-7","TOTAL_SOLICITUDES","Proceso Electoral Federal",15562,27,576.37,542,213,211,467.5,678.5
"MEXICO-DTO-8","ENTREGA_CPV","CAI_2017_2018",10796,22,490.73,512.5,193.98,122,440.5,562.5
"MEXICO-DTO-8","ENTREGA_CPV","CAI_2018",7799,14,557.07,577,80.48,68.5,538.75,607.25
"MEXICO-DTO-8","ENTREGA_CPV","CAI_2019",6778,14,484.14,542.5,177.66,202.5,412.5,615
"MEXICO-DTO-8","ENTREGA_CPV","CAI_2020_2021",14736,23,640.7,659,155.06,235.5,510.5,746
"MEXICO-DTO-8","ENTREGA_CPV","CAP_2018",1874,7,267.71,273,199.6,267.5,129.5,397
"MEXICO-DTO-8","ENTREGA_CPV","CAP_2018_2019",30320,38,797.89,724.5,368.09,274,661.25,935.25
"MEXICO-DTO-8","ENTREGA_CPV","CAP_2019_2020",11202,20,560.1,613,377.44,570.25,244.25,814.5
"MEXICO-DTO-8","ENTREGA_CPV","Proceso Electoral Federal",10489,27,388.48,321,247.48,248,219.5,467.5
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2017_2018",11956,22,543.45,528.5,254.6,191.25,425.25,616.5
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2018",8011,14,572.21,574,67.57,58.25,550.5,608.75
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2019",7574,14,541,544,72.42,96.75,495,591.75
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2020_2021",14933,23,649.26,659,144.43,135.5,592,727.5
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAP_2018",2537,7,362.43,315,221.76,310.5,251.5,562
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAP_2018_2019",30537,38,803.61,703,384.21,234.75,640.25,875
"MEXICO-DTO-8","TOTAL_SOLICITUDES","CAP_2019_2020",11008,20,550.4,582,289.3,260.5,440.25,700.75
