"ID","Tramite","Campaña","Total_tramites_por_campaña","Numero_semanas_por_campaña","Promedio_tramites_por_semana","Mediana","Desviacion_Estandar","Rango_Intercuantil","Q1","Q3"
"CIUDAD DE MEXICO-DTO-4","ENTREGA_CPV","CAI_2019",14999,14,1071.36,1249.5,383.37,384.75,931,1315.75
"CIUDAD DE MEXICO-DTO-4","ENTREGA_CPV","CAI_2020_2021",28809,23,1252.57,1370,391.54,373,1109.5,1482.5
"CIUDAD DE MEXICO-DTO-4","ENTREGA_CPV","CAP_2018",4882,7,697.43,659,412.53,286.5,569,855.5
"CIUDAD DE MEXICO-DTO-4","ENTREGA_CPV","CAP_2018_2019",63458,38,1669.95,1530,827.4,520.5,1365,1885.5
"CIUDAD DE MEXICO-DTO-4","ENTREGA_CPV","CAP_2019_2020",24627,20,1231.35,1344.5,838.48,1213.75,605,1818.75
"CIUDAD DE MEXICO-DTO-4","ENTREGA_CPV","Proceso Electoral Federal",27942,27,1034.89,674,752.43,860.5,538,1398.5
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2017_2018",29400,22,1336.36,1329.5,805.95,514.5,1055,1569.5
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2018",18992,14,1356.57,1425.5,185.68,129.5,1335.5,1465
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2019",17050,14,1217.86,1204,190.32,257,1110.25,1367.25
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","CAI_2020_2021",31222,23,1357.48,1338,506.13,493,1043,1536
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","CAP_2018",6607,7,943.86,898,586.54,873,605.5,1478.5
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","CAP_2018_2019",64082,38,1686.37,1491,832.8,366.5,1380.25,1746.75
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","CAP_2019_2020",24641,20,1232.05,1332,624.43,468.5,1056.25,1524.75
"CIUDAD DE MEXICO-DTO-4","TOTAL_SOLICITUDES","Proceso Electoral Federal",17971,27,665.59,593,375.83,315,466.5,781.5
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","CAI_2017_2018",19541,22,888.23,903.5,371.16,218.5,782.75,1001.25
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","CAI_2018",14948,14,1067.71,1039.5,131.14,166,980.5,1146.5
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","CAI_2019",10038,14,717,762,251.73,312.25,586.5,898.75
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","CAI_2020_2021",23924,23,1040.17,1042,344.52,521,821.5,1342.5
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","CAP_2018",3830,7,547.14,582,309.62,359.5,401.5,761
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","CAP_2018_2019",45202,38,1189.53,1090.5,669.99,177.5,1000,1177.5
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","CAP_2019_2020",16271,20,813.55,923,496.07,674.25,500.75,1175
"CIUDAD DE MEXICO-DTO-5","ENTREGA_CPV","Proceso Electoral Federal",21374,27,791.63,638,529.25,577,421.5,998.5
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2017_2018",21265,22,966.59,915.5,394.84,198,786.25,984.25
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2018",15470,14,1105,1075.5,141.91,226,998,1224
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2019",11394,14,813.86,812,104.89,124.5,765.25,889.75
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","CAI_2020_2021",26695,23,1160.65,1081,383.21,499.5,883,1382.5
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","CAP_2018",4946,7,706.57,653,387.66,458.5,570,1028.5
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","CAP_2018_2019",45248,38,1190.74,1069.5,721.64,174,1006.5,1180.5
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","CAP_2019_2020",15774,20,788.7,906.5,380.96,387.25,656.75,1044
"CIUDAD DE MEXICO-DTO-5","TOTAL_SOLICITUDES","Proceso Electoral Federal",14251,27,527.81,483,271.32,192,381,573
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","CAI_2017_2018",13835,22,628.86,635.5,283.53,160.75,574,734.75
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","CAI_2018",10543,14,753.07,732,84.46,151.5,684.5,836
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","CAI_2019",8336,14,595.43,677,211.19,222.5,504.25,726.75
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","CAI_2020_2021",14302,23,621.83,627,240.53,204,528,732
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","CAP_2018",2878,7,411.14,492,215.69,221.5,328,549.5
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","CAP_2018_2019",33836,38,890.42,860.5,480.25,178.75,755.5,934.25
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","CAP_2019_2020",13336,20,666.8,729,400.05,408.25,486,894.25
"CIUDAD DE MEXICO-DTO-6","ENTREGA_CPV","Proceso Electoral Federal",16370,27,606.3,438,441.12,301,357,658
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2017_2018",15341,22,697.32,642.5,278.42,159,579.5,738.5
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2018",10923,14,780.21,786.5,106.5,160,713.5,873.5
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2019",9400,14,671.43,662,102.49,153.75,610.75,764.5
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","CAI_2020_2021",15792,23,686.61,628,253.1,230,551,781
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","CAP_2018",3528,7,504,489,255.55,230.5,455,685.5
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","CAP_2018_2019",33864,38,891.16,794.5,466.39,157.5,764.5,922
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","CAP_2019_2020",13047,20,652.35,729.5,310.8,190.75,620.5,811.25
"CIUDAD DE MEXICO-DTO-6","TOTAL_SOLICITUDES","Proceso Electoral Federal",11259,27,417,368,205.91,154,314.5,468.5
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","CAI_2017_2018",19224,22,873.82,898,299.28,214.75,768,982.75
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","CAI_2018",13605,14,971.79,987,71.4,73.75,941.75,1015.5
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","CAI_2019",9855,14,703.93,752,223.31,111.75,689.5,801.25
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","CAI_2020_2021",19631,23,853.52,819,330.13,446,670,1116
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","CAP_2018",4242,7,606,569,367.02,393.5,425.5,819
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","CAP_2018_2019",41545,38,1093.29,1045.5,585.53,135,970.5,1105.5
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","CAP_2019_2020",15364,20,768.2,911,485.81,745.25,304,1049.25
"CIUDAD DE MEXICO-DTO-7","ENTREGA_CPV","Proceso Electoral Federal",19715,27,730.19,543,626.58,439.5,403,842.5
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2017_2018",20979,22,953.59,942,368.73,313,746.75,1059.75
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2018",14095,14,1006.79,1046.5,110.76,89.25,994,1083.25
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2019",10647,14,760.5,767.5,99.15,150.75,690.5,841.25
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","CAI_2020_2021",22524,23,979.3,884,377.61,533,659.5,1192.5
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","CAP_2018",4949,7,707,739,368.66,379,591,970
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","CAP_2018_2019",41536,38,1093.05,1014.5,579.99,128,961.75,1089.75
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","CAP_2019_2020",15004,20,750.2,828,372.84,354.25,668,1022.25
"CIUDAD DE MEXICO-DTO-7","TOTAL_SOLICITUDES","Proceso Electoral Federal",13577,27,502.85,432,247.71,166,397,563
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","CAI_2017_2018",10725,22,487.5,494,215.51,140.75,410.75,551.5
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","CAI_2018",11288,14,806.29,803.5,81.44,66,776,842
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","CAI_2019",10124,14,723.14,796.5,238.88,216.5,649.5,866
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","CAI_2020_2021",13521,23,587.87,626,243.73,244.5,500,744.5
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","CAP_2018",3001,7,428.71,501,259.17,330.5,270.5,601
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","CAP_2018_2019",40165,38,1056.97,985,469.37,255,895,1150
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","CAP_2019_2020",15013,20,750.65,853.5,463.55,653.5,462.75,1116.25
"CIUDAD DE MEXICO-DTO-8","ENTREGA_CPV","Proceso Electoral Federal",17129,27,634.41,443,502.64,559.5,264,823.5
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2017_2018",12925,22,587.5,461.5,474.38,251.75,342.5,594.25
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2018",11487,14,820.5,837,108.71,120,778,898
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2019",11154,14,796.71,812.5,115.63,167,713,880
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","CAI_2020_2021",14855,23,645.87,603,280.92,389.5,419.5,809
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","CAP_2018",3739,7,534.14,423,333.74,467.5,371.5,839
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","CAP_2018_2019",40958,38,1077.84,982,447.55,186,936,1122
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","CAP_2019_2020",14419,20,720.95,846,357.48,410.5,566.5,977
"CIUDAD DE MEXICO-DTO-8","TOTAL_SOLICITUDES","Proceso Electoral Federal",11274,27,417.56,310,268.95,230,270,500
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","CAI_2017_2018",16824,22,764.73,823,298.04,178.5,666.25,844.75
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","CAI_2018",11300,14,807.14,822.5,79.94,55,803.75,858.75
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","CAI_2019",8961,14,640.07,723.5,215.4,149.25,606.5,755.75
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","CAI_2020_2021",13547,23,589,567,252.42,184.5,501.5,686
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","CAP_2018",2947,7,421,425,259.13,261.5,298.5,560
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","CAP_2018_2019",36724,38,966.42,864.5,480.7,204.25,805.25,1009.5
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","CAP_2019_2020",13849,20,692.45,776.5,435.16,508.5,421.75,930.25
"CIUDAD DE MEXICO-DTO-9","ENTREGA_CPV","Proceso Electoral Federal",18592,27,688.59,492,573.12,559,323,882
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","CAI_2017_2018",18531,22,842.32,853,338.85,287.25,680.75,968
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","CAI_2018",11416,14,815.43,828.5,83.75,46.75,803.5,850.25
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","CAI_2019",9990,14,713.57,713.5,100.91,72.25,696.25,768.5
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","CAI_2020_2021",16101,23,700.04,624,326.33,364.5,486,850.5
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","CAP_2018",3976,7,568,459,349.65,469,404,873
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","CAP_2018_2019",36911,38,971.34,845,472.92,152.75,810,962.75
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","CAP_2019_2020",13209,20,660.45,761.5,350.92,342.5,533.75,876.25
"CIUDAD DE MEXICO-DTO-9","TOTAL_SOLICITUDES","Proceso Electoral Federal",11941,27,442.26,393,259.23,165.5,321.5,487
"COAHUILA-DTO-1","ENTREGA_CPV","CAI_2017_2018",23962,22,1089.18,1146.5,291.47,249.75,1014,1263.75
"COAHUILA-DTO-1","ENTREGA_CPV","CAI_2018",16211,14,1157.93,1123.5,150.2,252.5,1048.25,1300.75
"COAHUILA-DTO-1","ENTREGA_CPV","CAI_2019",15268,14,1090.57,1160.5,398.7,389.75,939,1328.75
"COAHUILA-DTO-1","ENTREGA_CPV","CAI_2020_2021",22066,23,959.39,1030,521.85,866,432,1298
"COAHUILA-DTO-1","ENTREGA_CPV","CAP_2018",3298,7,471.14,307,433.99,474,231.5,705.5
"COAHUILA-DTO-1","ENTREGA_CPV","CAP_2018_2019",53111,38,1397.66,1285.5,648.61,305.25,1181.5,1486.75
"COAHUILA-DTO-1","ENTREGA_CPV","CAP_2019_2020",15691,20,784.55,605.5,705.33,985,186,1171
"COAHUILA-DTO-1","ENTREGA_CPV","Proceso Electoral Federal",19207,27,711.37,407,730.26,662.5,211,873.5
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","CAI_2017_2018",27310,22,1241.36,1122.5,502.59,263.5,999,1262.5
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","CAI_2018",16333,14,1166.64,1172,147.58,199.75,1074.25,1274
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","CAI_2019",17055,14,1218.21,1236.5,192.05,242.25,1077.75,1320
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","CAI_2020_2021",23523,23,1022.74,1167,638.3,1022,389,1411
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","CAP_2018",5434,7,776.29,948,607.55,1086,226,1312
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","CAP_2018_2019",53645,38,1411.71,1276,643.29,274.25,1175.75,1450
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","CAP_2019_2020",15932,20,796.6,679.5,616.57,443.75,435.25,879
"COAHUILA-DTO-1","TOTAL_SOLICITUDES","Proceso Electoral Federal",9075,27,336.11,261,289.78,211.5,208,419.5
"COAHUILA-DTO-2","ENTREGA_CPV","CAI_2017_2018",19767,22,898.5,851,340.73,432,719,1151
"COAHUILA-DTO-2","ENTREGA_CPV","CAI_2018",11154,14,796.71,757.5,157.72,192.5,707.25,899.75
"COAHUILA-DTO-2","ENTREGA_CPV","CAI_2019",11904,14,850.29,924.5,208.39,321.75,665.5,987.25
"COAHUILA-DTO-2","ENTREGA_CPV","CAI_2020_2021",16383,23,712.3,742,516.96,1028,125,1153
"COAHUILA-DTO-2","ENTREGA_CPV","CAP_2018",1095,7,156.43,95,160.65,90,84,174
"COAHUILA-DTO-2","ENTREGA_CPV","CAP_2018_2019",41317,38,1087.29,974.5,491.68,422.25,835.25,1257.5
"COAHUILA-DTO-2","ENTREGA_CPV","CAP_2019_2020",12708,20,635.4,459.5,541.08,744.25,205.5,949.75
"COAHUILA-DTO-2","ENTREGA_CPV","Proceso Electoral Federal",19159,27,709.59,349,793.1,1060.5,70.5,1131
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","CAI_2017_2018",24614,22,1118.82,950.5,599.56,453.25,790.5,1243.75
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","CAI_2018",11656,14,832.57,879,178.67,220.25,729,949.25
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","CAI_2019",12611,14,900.79,900.5,166.9,170.5,835.75,1006.25
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","CAI_2020_2021",21172,23,920.52,1033,747.01,1016,145.5,1161.5
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","CAP_2018",3345,7,477.86,167,503.09,921.5,70,991.5
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","CAP_2018_2019",42428,38,1116.53,1001.5,456.96,291.5,900.25,1191.75
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","CAP_2019_2020",11861,20,593.05,458.5,585.97,218.25,376.5,594.75
"COAHUILA-DTO-2","TOTAL_SOLICITUDES","Proceso Electoral Federal",5125,27,189.81,76,398.66,38,52.5,90.5
"COAHUILA-DTO-3","ENTREGA_CPV","CAI_2017_2018",22448,22,1020.36,1050,291.53,272.5,947.25,1219.75
"COAHUILA-DTO-3","ENTREGA_CPV","CAI_2018",13896,14,992.57,996.5,134.74,153.25,936,1089.25
"COAHUILA-DTO-3","ENTREGA_CPV","CAI_2019",15469,14,1104.93,1193.5,341.8,250.75,1051.75,1302.5
"COAHUILA-DTO-3","ENTREGA_CPV","CAI_2020_2021",19633,23,853.61,891,491.83,1017.5,295.5,1313
"COAHUILA-DTO-3","ENTREGA_CPV","CAP_2018",2811,7,401.57,293,292.4,216.5,291.5,508
"COAHUILA-DTO-3","ENTREGA_CPV","CAP_2018_2019",48368,38,1272.84,1198,600.85,312.5,1034.5,1347
"COAHUILA-DTO-3","ENTREGA_CPV","CAP_2019_2020",15702,20,785.1,578.5,719.21,938.75,233.75,1172.5
"COAHUILA-DTO-3","ENTREGA_CPV","Proceso Electoral Federal",18668,27,691.41,360,723.48,591,261,852
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","CAI_2017_2018",25856,22,1175.27,1041,491.54,309,910,1219
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","CAI_2018",14166,14,1011.86,1017,139.45,133,949.5,1082.5
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","CAI_2019",17248,14,1232,1262,163.96,102,1197.75,1299.75
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","CAI_2020_2021",21396,23,930.26,1080,576.75,995.5,335.5,1331
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","CAP_2018",4591,7,655.86,692,482.44,827,267.5,1094.5
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","CAP_2018_2019",49187,38,1294.39,1184.5,649.21,292.75,1065.25,1358
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","CAP_2019_2020",15282,20,764.1,566.5,630.2,492.75,386.25,879
"COAHUILA-DTO-3","TOTAL_SOLICITUDES","Proceso Electoral Federal",8156,27,302.07,252,272.38,125.5,196.5,322
"COAHUILA-DTO-4","ENTREGA_CPV","CAI_2017_2018",30987,22,1408.5,1458,477.98,232.5,1311,1543.5
"COAHUILA-DTO-4","ENTREGA_CPV","CAI_2018",19577,14,1398.36,1434.5,94.76,126,1318,1444
"COAHUILA-DTO-4","ENTREGA_CPV","CAI_2019",20124,14,1437.43,1602,474.03,578.25,1214.75,1793
"COAHUILA-DTO-4","ENTREGA_CPV","CAI_2020_2021",29033,23,1262.3,1184,568.92,950,740,1690
"COAHUILA-DTO-4","ENTREGA_CPV","CAP_2018",4686,7,669.43,584,435.25,361.5,507.5,869
"COAHUILA-DTO-4","ENTREGA_CPV","CAP_2018_2019",68956,38,1814.63,1709,756.92,434.25,1538.25,1972.5
"COAHUILA-DTO-4","ENTREGA_CPV","CAP_2019_2020",22420,20,1121,663,1089.75,1185.75,378,1563.75
"COAHUILA-DTO-4","ENTREGA_CPV","Proceso Electoral Federal",30140,27,1116.3,658,940.62,1097,427,1524
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","CAI_2017_2018",35930,22,1633.18,1556,723.24,466,1201,1667
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","CAI_2018",19820,14,1415.71,1472.5,123.88,140.25,1354,1494.25
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","CAI_2019",22544,14,1610.29,1673,213.32,195.5,1521.75,1717.25
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","CAI_2020_2021",33684,23,1464.52,1489,874.05,982.5,787,1769.5
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","CAP_2018",6386,7,912.29,1148,590.35,953.5,470.5,1424
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","CAP_2018_2019",69919,38,1839.97,1658,824.18,452,1525,1977
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","CAP_2019_2020",21521,20,1076.05,817.5,948.41,546.75,624.5,1171.25
"COAHUILA-DTO-4","TOTAL_SOLICITUDES","Proceso Electoral Federal",15901,27,588.93,507,492.25,229,403.5,632.5
"COAHUILA-DTO-5","ENTREGA_CPV","CAI_2017_2018",24671,22,1121.41,1134.5,373.69,191,1019.25,1210.25
"COAHUILA-DTO-5","ENTREGA_CPV","CAI_2018",18156,14,1296.86,1296,151.09,191.25,1201.25,1392.5
"COAHUILA-DTO-5","ENTREGA_CPV","CAI_2019",14897,14,1064.07,1141.5,397.17,413,941,1354
"COAHUILA-DTO-5","ENTREGA_CPV","CAI_2020_2021",25573,23,1111.87,1322,410.45,695,779,1474
"COAHUILA-DTO-5","ENTREGA_CPV","CAP_2018",3882,7,554.57,434,360.1,345,415.5,760.5
"COAHUILA-DTO-5","ENTREGA_CPV","CAP_2018_2019",57654,38,1517.21,1378.5,814.79,399,1256.75,1655.75
"COAHUILA-DTO-5","ENTREGA_CPV","CAP_2019_2020",18194,20,909.7,715,729.37,868.5,347.5,1216
"COAHUILA-DTO-5","ENTREGA_CPV","Proceso Electoral Federal",23771,27,880.41,533,811.08,584,382,966
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","CAI_2017_2018",28271,22,1285.05,1147,569.87,188.75,998.5,1187.25
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","CAI_2018",18693,14,1335.21,1290,149.38,148,1255.75,1403.75
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","CAI_2019",17318,14,1237,1263,138.29,159.25,1179.25,1338.5
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","CAI_2020_2021",27561,23,1198.3,1303,597.42,703,820.5,1523.5
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","CAP_2018",5510,7,787.14,925,478.06,722,476.5,1198.5
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","CAP_2018_2019",58044,38,1527.47,1310,831.87,475.75,1198.5,1674.25
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","CAP_2019_2020",18869,20,943.45,823.5,652.74,418.25,636.75,1055
"COAHUILA-DTO-5","TOTAL_SOLICITUDES","Proceso Electoral Federal",13096,27,485.04,405,368.82,222.5,324.5,547
"COAHUILA-DTO-6","ENTREGA_CPV","CAI_2017_2018",17567,22,798.5,761,426.73,286.25,634.25,920.5
"COAHUILA-DTO-6","ENTREGA_CPV","CAI_2018",8941,14,638.64,677,214.89,162.25,619.5,781.75
"COAHUILA-DTO-6","ENTREGA_CPV","CAI_2019",11368,14,812,896.5,270.36,305.75,699.5,1005.25
"COAHUILA-DTO-6","ENTREGA_CPV","CAI_2020_2021",17080,23,742.61,753,387.54,764.5,330,1094.5
"COAHUILA-DTO-6","ENTREGA_CPV","CAP_2018",2013,7,287.57,219,197.57,199.5,200.5,400
"COAHUILA-DTO-6","ENTREGA_CPV","CAP_2018_2019",40851,38,1075.03,1017,497.2,315.75,857.5,1173.25
"COAHUILA-DTO-6","ENTREGA_CPV","CAP_2019_2020",12453,20,622.65,476.5,575.58,707.5,198.75,906.25
"COAHUILA-DTO-6","ENTREGA_CPV","Proceso Electoral Federal",17692,27,655.26,437,592.03,653.5,168.5,822
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","CAI_2017_2018",21728,22,987.64,743,656.18,348.25,642.5,990.75
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","CAI_2018",8757,14,625.5,671.5,176.87,165.5,575.25,740.75
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","CAI_2019",12820,14,915.71,953,132.53,138.5,858.25,996.75
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","CAI_2020_2021",18514,23,804.96,796,511.75,836.5,306.5,1143
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","CAP_2018",3325,7,475,467,338.22,559.5,221.5,781
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","CAP_2018_2019",41833,38,1100.87,989.5,479.75,295.75,913.25,1209
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","CAP_2019_2020",12610,20,630.5,534.5,527.45,277.5,404.5,682
"COAHUILA-DTO-6","TOTAL_SOLICITUDES","Proceso Electoral Federal",7535,27,279.07,191,270.57,225.5,139.5,365
"COAHUILA-DTO-7","ENTREGA_CPV","CAI_2017_2018",16522,22,751,767.5,307.44,294.25,607.5,901.75
"COAHUILA-DTO-7","ENTREGA_CPV","CAI_2018",12096,14,864,878.5,97.45,82.25,820.5,902.75
"COAHUILA-DTO-7","ENTREGA_CPV","CAI_2019",12173,14,869.5,920,290.45,303.75,764.75,1068.5
"COAHUILA-DTO-7","ENTREGA_CPV","CAI_2020_2021",12389,23,538.65,648,331.65,570,243.5,813.5
"COAHUILA-DTO-7","ENTREGA_CPV","CAP_2018",2443,7,349,287,224.71,189,261,450
"COAHUILA-DTO-7","ENTREGA_CPV","CAP_2018_2019",44226,38,1163.84,1123,499.46,231.5,1016.5,1248
"COAHUILA-DTO-7","ENTREGA_CPV","CAP_2019_2020",13373,20,668.65,536,540.59,886.25,168.25,1054.5
"COAHUILA-DTO-7","ENTREGA_CPV","Proceso Electoral Federal",17760,27,657.78,443,587.14,727,192.5,919.5
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","CAI_2017_2018",19173,22,871.5,734,433.21,267.25,662.25,929.5
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","CAI_2018",12435,14,888.21,887,62.55,77,858.5,935.5
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","CAI_2019",13924,14,994.57,1018.5,128.66,96.5,960,1056.5
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","CAI_2020_2021",16502,23,717.48,773,467.17,645.5,286.5,932
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","CAP_2018",3763,7,537.57,543,358.11,576.5,288.5,865
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","CAP_2018_2019",44746,38,1177.53,1120,486.12,225.75,1006,1231.75
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","CAP_2019_2020",12651,20,632.55,471.5,547.06,492.75,344.5,837.25
"COAHUILA-DTO-7","TOTAL_SOLICITUDES","Proceso Electoral Federal",7835,27,290.19,219,236.39,157,181.5,338.5
"COLIMA-DTO-1","ENTREGA_CPV","CAI_2017_2018",19382,22,881,894.5,274.78,136,785,921
"COLIMA-DTO-1","ENTREGA_CPV","CAI_2018",13593,14,970.93,984.5,84.5,101.5,931.5,1033
"COLIMA-DTO-1","ENTREGA_CPV","CAI_2019",9459,14,675.64,764.5,213.31,194.25,614.25,808.5
"COLIMA-DTO-1","ENTREGA_CPV","CAI_2020_2021",24773,23,1077.09,1057,414.08,398,896.5,1294.5
"COLIMA-DTO-1","ENTREGA_CPV","CAP_2018",2955,7,422.14,369,277.75,199,324,523
